source,relation,target
business:Qu49EkA5yHKfpQiILWPCkw,hasReview,review:93O3sxWXJIw9OE8W-jDBww
review:93O3sxWXJIw9OE8W-jDBww,hasExtract,aspect:93O3sxWXJIw9OE8W-jDBww#1
aspect:93O3sxWXJIw9OE8W-jDBww#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:best pizza in the area
review:93O3sxWXJIw9OE8W-jDBww,hasExtract,aspect:93O3sxWXJIw9OE8W-jDBww#2
aspect:93O3sxWXJIw9OE8W-jDBww#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:degenerate and delicious
user:cLAtniznJxXjQdZGfnJYaA,hasReview,review:WuuPdMX3ySWJLqDonxRdvw
business:DLmkfCW_Pzi1Pyo6G8FnDg,hasReview,review:WuuPdMX3ySWJLqDonxRdvw
review:WuuPdMX3ySWJLqDonxRdvw,hasExtract,aspect:WuuPdMX3ySWJLqDonxRdvw#1
aspect:WuuPdMX3ySWJLqDonxRdvw#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:extremely satisfied with the quality
review:WuuPdMX3ySWJLqDonxRdvw,hasExtract,aspect:WuuPdMX3ySWJLqDonxRdvw#2
aspect:WuuPdMX3ySWJLqDonxRdvw#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:never received a response; disrespectful
user:u3OCn-7UTb2g_zIRXwrJdw,hasReview,review:gj-Av_q2fVsDPAFmbeNrOQ
business:wc2MyaDzu8Wq_4DQVMrjSA,hasReview,review:gj-Av_q2fVsDPAFmbeNrOQ
review:gj-Av_q2fVsDPAFmbeNrOQ,hasExtract,aspect:gj-Av_q2fVsDPAFmbeNrOQ#1
aspect:gj-Av_q2fVsDPAFmbeNrOQ#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Environment
subcategory:Environment,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:super small
review:gj-Av_q2fVsDPAFmbeNrOQ,hasExtract,aspect:gj-Av_q2fVsDPAFmbeNrOQ#2
aspect:gj-Av_q2fVsDPAFmbeNrOQ#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Religious Dietary
detail:Religious Dietary,hasOpinion,opinion:lacking in some of the usual gluten-free brands
review:gj-Av_q2fVsDPAFmbeNrOQ,hasExtract,aspect:gj-Av_q2fVsDPAFmbeNrOQ#3
aspect:gj-Av_q2fVsDPAFmbeNrOQ#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:beef and chicken were completely gray on the underside
review:gj-Av_q2fVsDPAFmbeNrOQ,hasExtract,aspect:gj-Av_q2fVsDPAFmbeNrOQ#4
aspect:gj-Av_q2fVsDPAFmbeNrOQ#4,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:prices are crazy
review:gj-Av_q2fVsDPAFmbeNrOQ,hasExtract,aspect:gj-Av_q2fVsDPAFmbeNrOQ#5
aspect:gj-Av_q2fVsDPAFmbeNrOQ#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:amazing produce ... A+ for quality
user:mb2BNQXJAFfzaFI0m0zzoQ,hasReview,review:RvVZvcUKL6DEr5uR92Ih6A
business:f82dhKNiUXsDVPMLqKYiIQ,hasReview,review:RvVZvcUKL6DEr5uR92Ih6A
review:RvVZvcUKL6DEr5uR92Ih6A,hasExtract,aspect:RvVZvcUKL6DEr5uR92Ih6A#1
aspect:RvVZvcUKL6DEr5uR92Ih6A#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:flavorful and scrumptious down to the Naan
review:RvVZvcUKL6DEr5uR92Ih6A,hasExtract,aspect:RvVZvcUKL6DEr5uR92Ih6A#2
aspect:RvVZvcUKL6DEr5uR92Ih6A#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:delicious
review:RvVZvcUKL6DEr5uR92Ih6A,hasExtract,aspect:RvVZvcUKL6DEr5uR92Ih6A#3
aspect:RvVZvcUKL6DEr5uR92Ih6A#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:extraordinary meal for my husband
review:RvVZvcUKL6DEr5uR92Ih6A,hasExtract,aspect:RvVZvcUKL6DEr5uR92Ih6A#4
aspect:RvVZvcUKL6DEr5uR92Ih6A#4,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Buffet
detail:Buffet,hasOpinion,opinion:Sunday buffet with everything delicious
review:RvVZvcUKL6DEr5uR92Ih6A,hasExtract,aspect:RvVZvcUKL6DEr5uR92Ih6A#5
aspect:RvVZvcUKL6DEr5uR92Ih6A#5,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:A perfect place for any occasion
review:RvVZvcUKL6DEr5uR92Ih6A,hasExtract,aspect:RvVZvcUKL6DEr5uR92Ih6A#6
aspect:RvVZvcUKL6DEr5uR92Ih6A#6,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:Definitely will be coming back with more family
user:8XzxZ5qxPaS1k15aVvh0aQ,hasReview,review:cnjNpF5FP9VTIWWBJZeO-Q
business:W3Ia-9ABbxo1toBDZFRaLw,hasReview,review:cnjNpF5FP9VTIWWBJZeO-Q
review:cnjNpF5FP9VTIWWBJZeO-Q,hasExtract,aspect:cnjNpF5FP9VTIWWBJZeO-Q#1
aspect:cnjNpF5FP9VTIWWBJZeO-Q#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:employees are not customer friendly
review:cnjNpF5FP9VTIWWBJZeO-Q,hasExtract,aspect:cnjNpF5FP9VTIWWBJZeO-Q#2
aspect:cnjNpF5FP9VTIWWBJZeO-Q#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Delivery
subcategory:Delivery,hasDetail,detail:Time
detail:Time,hasOpinion,"opinion:service is incredibly slow, causing cars to leave the drive‑through line"
review:cnjNpF5FP9VTIWWBJZeO-Q,hasExtract,aspect:cnjNpF5FP9VTIWWBJZeO-Q#3
aspect:cnjNpF5FP9VTIWWBJZeO-Q#3,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Waiting
subcategory:Waiting,hasOpinion,opinion:service is incredibly slow
review:cnjNpF5FP9VTIWWBJZeO-Q,hasExtract,aspect:cnjNpF5FP9VTIWWBJZeO-Q#4
aspect:cnjNpF5FP9VTIWWBJZeO-Q#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:the sandwich was tasteless
review:cnjNpF5FP9VTIWWBJZeO-Q,hasExtract,aspect:cnjNpF5FP9VTIWWBJZeO-Q#5
aspect:cnjNpF5FP9VTIWWBJZeO-Q#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:the sandwich was limp and soggy
review:cnjNpF5FP9VTIWWBJZeO-Q,hasExtract,aspect:cnjNpF5FP9VTIWWBJZeO-Q#6
aspect:cnjNpF5FP9VTIWWBJZeO-Q#6,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:this location needs new management
user:kOK0I9ttq_ukfx_wdFVr1w,hasReview,review:rBZfOXJCFoCHx2f7gQ-uLw
business:Wr2k0Vz8RbcumYulp-jIrA,hasReview,review:rBZfOXJCFoCHx2f7gQ-uLw
review:rBZfOXJCFoCHx2f7gQ-uLw,hasExtract,aspect:rBZfOXJCFoCHx2f7gQ-uLw#1
aspect:rBZfOXJCFoCHx2f7gQ-uLw#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:went out of their way to help my mom in a very discreet and kind manner
review:rBZfOXJCFoCHx2f7gQ-uLw,hasExtract,aspect:rBZfOXJCFoCHx2f7gQ-uLw#2
aspect:rBZfOXJCFoCHx2f7gQ-uLw#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:very graciously offered to spoon some of each entree onto her plate
review:rBZfOXJCFoCHx2f7gQ-uLw,hasExtract,aspect:rBZfOXJCFoCHx2f7gQ-uLw#3
aspect:rBZfOXJCFoCHx2f7gQ-uLw#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Accessibility for Special needs
subcategory:Accessibility for Special needs,hasOpinion,opinion:helped my mom with her limited hand ability
review:rBZfOXJCFoCHx2f7gQ-uLw,hasExtract,aspect:rBZfOXJCFoCHx2f7gQ-uLw#4
aspect:rBZfOXJCFoCHx2f7gQ-uLw#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:food was excellent
user:Yj4SpqG0OJxbg8L1Qsrlsw,hasReview,review:0k7Jay7sZIaRKw51OSs5Mg
business:gBGD0dNvfLlQOAaZzCU1NQ,hasReview,review:0k7Jay7sZIaRKw51OSs5Mg
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#1
aspect:0k7Jay7sZIaRKw51OSs5Mg#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Located area
subcategory:Located area,hasOpinion,opinion:located on the side of a Holiday Inn
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#2
aspect:0k7Jay7sZIaRKw51OSs5Mg#2,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Reservation
subcategory:Reservation,hasOpinion,opinion:good idea to make reservations
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#3
aspect:0k7Jay7sZIaRKw51OSs5Mg#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:took excellent care of us
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#4
aspect:0k7Jay7sZIaRKw51OSs5Mg#4,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Menu
subcategory:Menu,hasOpinion,opinion:bar menu but can order off the regular menu at the bar
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#5
aspect:0k7Jay7sZIaRKw51OSs5Mg#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Appetizers
subcategory:Appetizers,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:batter dipped lobster bites were delicious
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#6
aspect:0k7Jay7sZIaRKw51OSs5Mg#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:salads are nice and fresh
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#7
aspect:0k7Jay7sZIaRKw51OSs5Mg#7,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:prime rib was the best prime rib I have ever had
review:0k7Jay7sZIaRKw51OSs5Mg,hasExtract,aspect:0k7Jay7sZIaRKw51OSs5Mg#8
aspect:0k7Jay7sZIaRKw51OSs5Mg#8,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Dessert
subcategory:Dessert,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:wedding cake with ice cream was delicious
user:zilJc_RieaR5xf6NQ9NqCA,hasReview,review:G9wHNoN7Gk73Y0x3P-TgqQ
business:FFaR1oEJbzjn7CohqIt6TQ,hasReview,review:G9wHNoN7Gk73Y0x3P-TgqQ
review:G9wHNoN7Gk73Y0x3P-TgqQ,hasExtract,aspect:G9wHNoN7Gk73Y0x3P-TgqQ#1
aspect:G9wHNoN7Gk73Y0x3P-TgqQ#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:HORRIBLE! staff cursed about a missing order
review:G9wHNoN7Gk73Y0x3P-TgqQ,hasExtract,aspect:G9wHNoN7Gk73Y0x3P-TgqQ#2
aspect:G9wHNoN7Gk73Y0x3P-TgqQ#2,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Waiting
subcategory:Waiting,hasOpinion,opinion:waiting for my order
user:TscKkHzUzDsQiHr86BtREQ,hasReview,review:hHjhgDFf3pP46W8G7uDcUA
business:j8NhrBzy1op0BfVGdSOiXQ,hasReview,review:hHjhgDFf3pP46W8G7uDcUA
review:hHjhgDFf3pP46W8G7uDcUA,hasExtract,aspect:hHjhgDFf3pP46W8G7uDcUA#1
aspect:hHjhgDFf3pP46W8G7uDcUA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Great crepes
review:hHjhgDFf3pP46W8G7uDcUA,hasExtract,aspect:hHjhgDFf3pP46W8G7uDcUA#2
aspect:hHjhgDFf3pP46W8G7uDcUA#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasOpinion,"opinion:Soda/fountain drinks, Scotch and soda type stuff or Italian sodas"
review:hHjhgDFf3pP46W8G7uDcUA,hasExtract,aspect:hHjhgDFf3pP46W8G7uDcUA#3
aspect:hHjhgDFf3pP46W8G7uDcUA#3,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:good place for a before or after movie bite
user:794iYKLI-Fvxj1TASlG-bg,hasReview,review:tnvK0h8HwpIph-MXIrZ2_g
business:Q5gW8CA-IKGeb_hFjzJGKQ,hasReview,review:tnvK0h8HwpIph-MXIrZ2_g
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#1
aspect:tnvK0h8HwpIph-MXIrZ2_g#1,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:prices are low
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#2
aspect:tnvK0h8HwpIph-MXIrZ2_g#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:couldn't finish the double burger
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#3
aspect:tnvK0h8HwpIph-MXIrZ2_g#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,"opinion:burger tasted very good, reminiscent of Whataburger"
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#4
aspect:tnvK0h8HwpIph-MXIrZ2_g#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:spiced fries tasted between Long John Silvers and Rally's/Checkers
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#5
aspect:tnvK0h8HwpIph-MXIrZ2_g#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:overall food was delicious and satisfying
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#6
aspect:tnvK0h8HwpIph-MXIrZ2_g#6,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:employees were joking around and not wearing masks
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#7
aspect:tnvK0h8HwpIph-MXIrZ2_g#7,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:older woman was very friendly and knowledgeable about the food options
review:tnvK0h8HwpIph-MXIrZ2_g,hasExtract,aspect:tnvK0h8HwpIph-MXIrZ2_g#8
aspect:tnvK0h8HwpIph-MXIrZ2_g#8,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,"opinion:kitchen staff engaged in physical contact, no gloves or masks"
user:9nzptcCPU99HMziz7cZfxA,hasReview,review:yBiHbwloPPaN3fe3wHI7_g
business:aua0xOZTwAiHGoXQz5pjPQ,hasReview,review:yBiHbwloPPaN3fe3wHI7_g
review:yBiHbwloPPaN3fe3wHI7_g,hasExtract,aspect:yBiHbwloPPaN3fe3wHI7_g#1
aspect:yBiHbwloPPaN3fe3wHI7_g#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:waitress checked on us only once during our whole visit
review:yBiHbwloPPaN3fe3wHI7_g,hasExtract,aspect:yBiHbwloPPaN3fe3wHI7_g#2
aspect:yBiHbwloPPaN3fe3wHI7_g#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Experience
detail:Experience,hasOpinion,opinion:waitress didn't know the pancakes came with strawberries
review:yBiHbwloPPaN3fe3wHI7_g,hasExtract,aspect:yBiHbwloPPaN3fe3wHI7_g#3
aspect:yBiHbwloPPaN3fe3wHI7_g#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:pancakes arrived cold
review:yBiHbwloPPaN3fe3wHI7_g,hasExtract,aspect:yBiHbwloPPaN3fe3wHI7_g#4
aspect:yBiHbwloPPaN3fe3wHI7_g#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:strawberries had a very rotten taste
review:yBiHbwloPPaN3fe3wHI7_g,hasExtract,aspect:yBiHbwloPPaN3fe3wHI7_g#5
aspect:yBiHbwloPPaN3fe3wHI7_g#5,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Waiting
subcategory:Waiting,hasOpinion,opinion:waited 45 minutes for my food
user:xDc94luF7rGHsFnDdnwg9w,hasReview,review:DjVn5hf4P2WGCsIIoNQtJg
business:Ei5HBqe012ImhqEr2ZH2gg,hasReview,review:DjVn5hf4P2WGCsIIoNQtJg
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#1
aspect:DjVn5hf4P2WGCsIIoNQtJg#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Best pizza I've ever had in my life
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#2
aspect:DjVn5hf4P2WGCsIIoNQtJg#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Environment
subcategory:Environment,hasOpinion,opinion:atmosphere is lovely
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#3
aspect:DjVn5hf4P2WGCsIIoNQtJg#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:all were GOOD
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#4
aspect:DjVn5hf4P2WGCsIIoNQtJg#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:crust is amazing
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#5
aspect:DjVn5hf4P2WGCsIIoNQtJg#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:ingredients are fresh and high quality
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#6
aspect:DjVn5hf4P2WGCsIIoNQtJg#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:designation of origin certified for some pizzas
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#7
aspect:DjVn5hf4P2WGCsIIoNQtJg#7,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:service kind of dips in quality when it's busy
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#8
aspect:DjVn5hf4P2WGCsIIoNQtJg#8,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:size of the meat and cheese board changes depending on party size
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#9
aspect:DjVn5hf4P2WGCsIIoNQtJg#9,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:paying the same price but getting less food
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#10
aspect:DjVn5hf4P2WGCsIIoNQtJg#10,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:wish for a standard size to avoid paying the same $12 for less food
review:DjVn5hf4P2WGCsIIoNQtJg,hasExtract,aspect:DjVn5hf4P2WGCsIIoNQtJg#11
aspect:DjVn5hf4P2WGCsIIoNQtJg#11,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Environment
subcategory:Environment,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:small space
user:FnZFKwjrdFcANgepUZ1zQw,hasReview,review:Cv3WzzV9Rxx3YOXDWT5FJw
business:LaQgujKtAQ4yPSmqR-3KAQ,hasReview,review:Cv3WzzV9Rxx3YOXDWT5FJw
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#1
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Parking
subcategory:Parking,hasOpinion,opinion:scary with little ones when crossing a busy road
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#2
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Patio
detail:Patio,hasOpinion,opinion:tables were dirty and the ground was weeds and dirt
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#3
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#3,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Waiting
subcategory:Waiting,hasOpinion,"opinion:waited about 15 minutes for a burger, sandwich and a hot dog"
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#4
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Price
detail:Price,hasOpinion,opinion:burger was very pricey at $10+
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#5
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,"opinion:burger was not amazing, disappointing"
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#6
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,"opinion:Reuben had a good amount of meat, not overly memorable but also not bad"
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#7
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#7,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Price
detail:Price,hasOpinion,opinion:onion rings had an upcharge of around $3 for only 5 rings
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#8
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#8,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:onion rings were covered in a spicy salty mix and very greasy
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#9
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#9,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Dessert
subcategory:Dessert,hasDetail,detail:Price
detail:Price,hasOpinion,opinion:$3 for a scoop of vanilla Blue Bell
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#10
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#10,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Dessert
subcategory:Dessert,hasDetail,detail:Taste
